user_id,original_kyc_records,kyc_conflict_records,max_conflict_count,any_identity_conflict,missing_pan,missing_aadhaar,missing_city,missing_state,missing_income,missing_occupation,missing_dob,has_duplicate_kyc_records,extra_kyc_records
USR28783,2,2,7,1,0,0,0,0,1,0,0,True,1
USR28784,1,0,0,0,0,1,0,0,1,0,1,False,0
USR28788,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28789,1,0,0,0,0,1,0,0,0,0,0,False,0
USR28792,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28794,1,0,0,0,1,0,0,0,0,0,0,False,0
USR28798,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28799,1,0,0,0,1,0,0,0,0,0,0,False,0
USR28807,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28808,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28809,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28818,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28820,1,0,0,0,0,0,0,0,1,0,1,False,0
USR28821,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28825,2,2,1,1,0,2,0,0,2,0,2,True,1
USR28830,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28833,1,0,0,0,0,1,0,0,0,0,0,False,0
USR28843,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28844,1,0,0,0,1,0,0,0,0,0,0,False,0
USR28850,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28856,1,0,0,0,0,1,0,0,0,0,0,False,0
USR28859,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28864,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28865,2,0,0,0,0,2,0,0,0,0,1,True,1
USR28869,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28873,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28874,2,2,9,1,0,2,0,0,0,0,0,True,1
USR28879,2,2,7,1,0,2,0,0,1,0,1,True,1
USR28887,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28888,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28891,2,2,9,1,0,0,0,0,0,0,0,True,1
USR28892,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28895,1,0,0,0,0,1,0,0,0,0,0,False,0
USR28905,1,0,0,0,0,1,0,0,0,0,0,False,0
USR28906,2,2,10,1,0,0,0,0,1,0,0,True,1
USR28907,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28909,2,0,0,0,1,0,0,0,0,0,1,True,1
USR28910,2,2,10,1,0,0,0,0,0,0,0,True,1
USR28912,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28920,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28921,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28924,1,0,0,0,0,1,0,0,0,0,0,False,0
USR28927,3,3,10,1,1,3,0,0,0,0,1,True,2
USR28929,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28932,1,0,0,0,0,1,0,0,0,0,0,False,0
USR28935,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28937,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28939,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28945,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28946,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28947,1,0,0,0,1,0,0,0,0,0,1,False,0
USR28948,2,2,9,1,0,2,0,0,1,0,0,True,1
USR28950,1,0,0,0,0,0,0,0,0,0,1,False,0
USR28951,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28952,2,2,8,1,0,2,0,0,0,0,0,True,1
USR28954,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28955,2,0,0,0,0,0,0,0,1,0,0,True,1
USR28958,1,0,0,0,0,0,0,0,1,0,0,False,0
USR28963,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28965,1,0,0,0,0,1,0,0,1,0,0,False,0
USR28967,1,0,0,0,0,1,0,0,1,0,0,False,0
USR28969,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28971,1,0,0,0,0,1,0,0,1,0,0,False,0
USR28972,2,2,1,1,0,2,0,0,0,0,0,True,1
USR28981,1,0,0,0,0,0,0,0,0,0,0,False,0
USR28985,1,0,0,0,1,1,0,0,0,0,0,False,0
USR28992,2,2,1,1,2,0,0,0,0,0,0,True,1
USR29001,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29002,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29005,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29006,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29009,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29013,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29022,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29024,2,2,8,1,0,0,0,0,0,0,0,True,1
USR29025,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29028,2,0,0,0,2,2,0,0,1,0,0,True,1
USR29036,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29037,3,3,10,1,0,3,0,0,0,0,0,True,2
USR29038,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29039,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29040,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29044,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29048,2,2,10,1,0,0,0,0,1,0,0,True,1
USR29049,1,1,1,1,0,0,0,0,0,0,0,False,0
USR29053,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29058,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29060,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29065,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29070,2,2,7,1,1,2,0,0,2,0,1,True,1
USR29074,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29076,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29077,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29080,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29083,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29089,2,0,0,0,1,0,0,0,0,0,1,True,1
USR29090,1,0,0,0,0,1,0,0,0,0,1,False,0
USR29094,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29099,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29100,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29101,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29102,2,2,7,1,0,0,0,0,0,0,0,True,1
USR29104,2,2,1,1,0,0,0,0,1,0,0,True,1
USR29108,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29112,1,0,0,0,1,1,0,0,1,0,0,False,0
USR29115,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29116,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29118,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29119,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29120,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29128,1,0,0,0,1,0,0,0,1,0,0,False,0
USR29131,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29134,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29135,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29139,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29141,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29146,3,2,8,1,1,0,0,0,0,0,0,True,2
USR29150,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29151,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29160,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29162,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29163,1,0,0,0,1,1,0,0,0,0,0,False,0
USR29166,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29172,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29181,2,2,9,1,1,2,0,0,0,0,0,True,1
USR29183,1,0,0,0,1,0,0,0,1,0,0,False,0
USR29187,2,0,0,0,0,0,0,0,2,0,0,True,1
USR29188,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29190,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29194,3,3,10,1,0,0,0,0,1,0,0,True,2
USR29198,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29199,2,2,10,1,0,2,0,0,1,0,0,True,1
USR29201,1,1,1,1,1,0,0,0,0,0,0,False,0
USR29205,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29213,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29215,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29219,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29220,1,0,0,0,0,1,0,0,0,0,1,False,0
USR29221,2,2,9,1,0,0,0,0,1,0,1,True,1
USR29222,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29223,1,0,0,0,1,0,0,0,1,0,1,False,0
USR29226,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29229,1,0,0,0,1,1,0,0,0,0,0,False,0
USR29230,1,0,0,0,0,0,0,0,1,0,1,False,0
USR29232,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29234,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29235,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29237,2,2,1,1,0,0,0,0,2,0,0,True,1
USR29240,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29244,1,0,0,0,1,0,0,0,1,0,0,False,0
USR29245,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29250,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29253,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29254,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29257,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29260,2,2,9,1,0,2,0,0,1,0,1,True,1
USR29261,2,2,9,1,0,2,0,0,2,0,0,True,1
USR29265,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29266,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29267,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29269,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29271,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29284,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29285,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29290,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29295,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29296,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29299,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29304,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29305,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29308,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29313,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29316,1,0,0,0,0,0,0,0,1,0,1,False,0
USR29318,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29321,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29326,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29327,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29328,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29331,1,0,0,0,1,0,0,0,1,0,1,False,0
USR29339,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29342,1,0,0,0,1,1,0,0,0,0,0,False,0
USR29347,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29352,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29356,1,0,0,0,0,0,0,0,1,0,1,False,0
USR29358,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29360,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29368,2,0,0,0,0,0,0,0,0,0,0,True,1
USR29369,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29372,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29375,1,0,0,0,0,1,0,0,0,0,1,False,0
USR29383,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29384,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29388,1,0,0,0,1,1,0,0,0,0,0,False,0
USR29391,1,0,0,0,1,0,0,0,1,0,0,False,0
USR29396,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29401,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29402,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29406,2,2,9,1,0,2,0,0,0,0,0,True,1
USR29409,2,2,1,1,0,2,0,0,0,0,0,True,1
USR29413,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29414,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29417,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29423,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29424,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29425,3,2,1,1,0,0,0,0,2,0,0,True,2
USR29428,2,2,9,1,0,0,0,0,1,0,0,True,1
USR29433,3,2,1,1,0,0,0,0,2,0,0,True,2
USR29435,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29436,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29449,2,0,0,0,1,0,0,0,1,0,1,True,1
USR29450,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29453,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29459,1,0,0,0,0,0,0,0,1,0,1,False,0
USR29460,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29469,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29470,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29471,3,3,7,1,0,0,0,0,2,0,0,True,2
USR29476,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29478,2,2,9,1,1,2,0,0,1,0,0,True,1
USR29483,3,2,8,1,1,3,0,0,2,0,2,True,2
USR29488,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29491,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29493,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29495,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29504,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29505,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29512,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29514,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29516,2,2,10,1,0,2,0,0,1,0,1,True,1
USR29519,1,0,0,0,1,1,0,0,0,0,0,False,0
USR29521,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29525,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29526,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29528,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29531,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29533,1,0,0,0,1,0,0,0,1,0,0,False,0
USR29539,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29552,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29553,2,2,8,1,0,2,0,0,1,0,1,True,1
USR29554,2,0,0,0,1,0,0,0,1,0,0,True,1
USR29556,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29558,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29560,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29561,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29564,2,2,8,1,1,0,0,0,0,0,1,True,1
USR29566,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29571,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29572,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29575,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29579,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29580,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29586,2,2,10,1,0,2,0,0,0,0,1,True,1
USR29588,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29589,1,0,0,0,1,1,0,0,0,0,0,False,0
USR29592,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29595,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29598,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29602,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29617,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29619,2,2,9,1,0,0,0,0,0,0,0,True,1
USR29622,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29624,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29636,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29647,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29664,1,0,0,0,1,1,0,0,0,0,1,False,0
USR29666,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29667,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29668,1,0,0,0,1,0,0,0,1,0,0,False,0
USR29673,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29677,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29679,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29682,3,2,10,1,0,2,0,0,1,0,0,True,2
USR29683,2,2,9,1,1,2,0,0,1,0,0,True,1
USR29685,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29692,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29694,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29696,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29701,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29702,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29703,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29704,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29708,3,2,10,1,1,2,0,0,0,0,0,True,2
USR29710,3,3,10,1,0,3,0,0,1,0,1,True,2
USR29718,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29721,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29723,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29727,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29728,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29729,2,0,0,0,1,2,0,0,0,0,1,True,1
USR29732,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29734,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29736,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29738,1,0,0,0,1,1,0,0,1,0,0,False,0
USR29739,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29741,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29752,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29753,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29756,1,0,0,0,1,1,0,0,0,0,0,False,0
USR29760,3,2,8,1,1,3,0,0,1,0,0,True,2
USR29769,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29788,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29794,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29799,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29801,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29808,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29811,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29812,1,0,0,0,0,0,0,0,1,0,1,False,0
USR29813,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29816,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29818,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29826,2,2,9,1,1,0,0,0,0,0,0,True,1
USR29829,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29831,2,2,1,1,0,2,0,0,0,0,0,True,1
USR29832,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29835,2,2,10,1,1,0,0,0,0,0,0,True,1
USR29844,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29848,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29849,2,2,9,1,0,2,0,0,1,0,2,True,1
USR29857,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29860,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29862,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29863,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29864,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29868,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29872,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29873,2,0,0,0,0,0,0,0,1,0,1,True,1
USR29877,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29878,1,0,0,0,1,0,0,0,1,0,0,False,0
USR29882,1,0,0,0,0,0,0,0,1,0,1,False,0
USR29887,1,0,0,0,0,1,0,0,0,0,1,False,0
USR29888,3,3,10,1,0,3,0,0,1,0,1,True,2
USR29889,1,0,0,0,0,1,0,0,1,0,1,False,0
USR29892,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29896,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29898,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29904,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29906,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29908,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29910,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29912,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29913,1,0,0,0,0,1,0,0,0,0,0,False,0
USR29914,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29915,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29916,1,0,0,0,1,1,0,0,0,0,0,False,0
USR29923,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29929,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29934,1,0,0,0,0,1,0,0,1,0,0,False,0
USR29936,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29937,2,2,9,1,0,0,0,0,0,0,0,True,1
USR29938,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29940,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29943,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29946,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29948,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29950,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29959,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29963,1,0,0,0,1,0,0,0,0,0,0,False,0
USR29964,2,2,10,1,1,2,0,0,0,0,0,True,1
USR29966,1,0,0,0,0,0,0,0,1,0,1,False,0
USR29969,1,0,0,0,0,1,0,0,0,0,1,False,0
USR29972,1,0,0,0,0,0,0,0,0,0,1,False,0
USR29975,2,0,0,0,2,2,0,0,0,0,0,True,1
USR29984,1,0,0,0,1,1,0,0,0,0,0,False,0
USR29987,1,0,0,0,0,0,0,0,1,0,0,False,0
USR29991,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29992,1,0,0,0,0,0,0,0,0,0,0,False,0
USR29993,1,0,0,0,1,0,0,0,1,0,1,False,0
USR29996,1,0,0,0,0,0,0,0,1,0,1,False,0
USR29997,1,0,0,0,0,0,0,0,1,0,0,False,0
USR30005,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30006,1,0,0,0,1,0,0,0,0,0,0,False,0
USR30010,1,0,0,0,1,0,0,0,0,0,0,False,0
USR30011,3,3,10,1,0,3,0,0,1,0,0,True,2
USR30015,1,1,1,1,0,0,0,0,1,0,1,False,0
USR30018,2,2,10,1,0,2,0,0,0,0,0,True,1
USR30022,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30026,2,2,10,1,0,2,0,0,1,0,1,True,1
USR30030,1,0,0,0,0,0,0,0,0,0,1,False,0
USR30033,1,0,0,0,0,0,0,0,1,0,1,False,0
USR30045,1,0,0,0,0,1,0,0,0,0,0,False,0
USR30050,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30051,1,0,0,0,0,1,0,0,0,0,0,False,0
USR30059,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30063,1,0,0,0,0,0,0,0,1,0,0,False,0
USR30065,2,2,9,1,0,2,0,0,1,0,0,True,1
USR30066,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30074,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30077,2,2,9,1,0,2,0,0,1,0,0,True,1
USR30079,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30080,1,0,0,0,0,0,0,0,1,0,0,False,0
USR30085,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30090,2,2,9,1,0,2,0,0,0,0,0,True,1
USR30091,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30094,1,0,0,0,1,0,0,0,1,0,1,False,0
USR30095,1,0,0,0,0,1,0,0,1,0,0,False,0
USR30098,1,0,0,0,1,1,0,0,0,0,0,False,0
USR30099,1,0,0,0,0,1,0,0,0,0,0,False,0
USR30102,2,2,10,1,1,2,0,0,0,0,0,True,1
USR30105,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30107,2,2,8,1,1,0,0,0,1,0,1,True,1
USR30108,2,2,7,1,0,0,0,0,1,0,0,True,1
USR30109,1,0,0,0,0,0,0,0,0,0,1,False,0
USR30114,2,2,6,1,2,0,0,0,2,0,0,True,1
USR30119,1,0,0,0,0,0,0,0,1,0,0,False,0
USR30121,1,0,0,0,0,1,0,0,0,0,0,False,0
USR30122,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30123,2,2,10,1,0,2,0,0,1,0,0,True,1
USR30124,1,0,0,0,1,0,0,0,0,0,0,False,0
USR30125,2,2,1,1,0,2,0,0,1,0,0,True,1
USR30131,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30136,3,3,10,1,1,3,0,0,1,0,1,True,2
USR30143,1,0,0,0,0,1,0,0,1,0,0,False,0
USR30144,3,2,1,1,0,0,0,0,2,0,1,True,2
USR30146,1,0,0,0,0,1,0,0,0,0,0,False,0
USR30149,2,2,10,1,1,2,0,0,1,0,0,True,1
USR30154,2,2,9,1,0,0,0,0,0,0,1,True,1
USR30158,1,0,0,0,0,0,0,0,0,0,1,False,0
USR30160,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30161,1,0,0,0,0,1,0,0,0,0,0,False,0
USR30167,1,0,0,0,0,0,0,0,1,0,0,False,0
USR30169,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30171,2,0,0,0,0,1,0,0,1,0,0,True,1
USR30176,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30179,3,2,9,1,0,2,0,0,2,0,1,True,2
USR30184,1,0,0,0,0,0,0,0,1,0,0,False,0
USR30190,1,0,0,0,0,1,0,0,1,0,0,False,0
USR30193,4,3,10,1,0,3,0,0,2,0,1,True,3
USR30195,2,2,1,1,0,0,0,0,0,0,2,True,1
USR30196,1,0,0,0,0,0,0,0,1,0,0,False,0
USR30199,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30200,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30207,1,0,0,0,0,1,0,0,1,0,0,False,0
USR30209,1,0,0,0,0,0,0,0,0,0,1,False,0
USR30212,1,0,0,0,0,1,0,0,0,0,1,False,0
USR30214,1,0,0,0,0,0,0,0,1,0,1,False,0
USR30215,1,0,0,0,0,1,0,0,0,0,0,False,0
USR30218,1,0,0,0,0,1,0,0,1,0,0,False,0
USR30220,1,0,0,0,0,1,0,0,0,0,0,False,0
USR30221,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30223,1,0,0,0,0,1,0,0,0,0,0,False,0
USR30224,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30226,1,0,0,0,0,0,0,0,1,0,0,False,0
USR30227,1,0,0,0,0,0,0,0,0,0,0,False,0
USR30228,1,0,0,0,0,1,0,0,0,0,0,False,0
USR30232,2,0,0,0,0,2,0,0,1,0,1,True,1
USR30234,1,0,0,0,0,0,0,0,1,0,1,False,0
USR30238,1,0,0,0,0,0,0,0,1,0,0,False,0
USR30240,1,0,0,0,1,0,0,0,0,0,0,False,0
