txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status,timestamp_time_missing,is_reversal,status_raw,utr_missing,mcc_missing,transaction_date,transaction_year,transaction_quarter,transaction_month_number,transaction_month,transaction_year_month,transaction_day,transaction_day_name,transaction_hour,is_weekend,amount_missing,user_id_missing,merchant_id_missing,txn_id_missing,normalized_status,status_group,is_success,is_failed,is_pending,is_initiated,is_unknown_status,is_reversal_flag,user_found_in_kyc,merchant_found_in_master,user_id_unmatched,merchant_id_unmatched,merchant_category_missing_or_unmatched
TXN00000239,2026-01-02 21:23:02,USR88230,MER6466,16140.35,UTR9346576288,5812.0,SUCCESS,False,False,Success,False,False,2026-01-02,2026,Q1,1,January,2026-01,2,Friday,21,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00008699,2026-03-07 05:17:06,USR28542,MER6622,11784.6,UTR4896643602,5411.0,INITIATED,False,False,Initiated,False,False,2026-03-07,2026,Q1,3,March,2026-03,7,Saturday,5,True,False,False,False,False,INITIATED,Initiated,False,False,False,True,False,False,False,False,True,True,True
TXN00000673,2026-03-29 07:59:52,USR88819,MER5769,2015.04,UTR1789040493,4131.0,SUCCESS,False,False,SUCCESS,False,False,2026-03-29,2026,Q1,3,March,2026-03,29,Sunday,7,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00013115,2026-02-03 20:24:39,USR31302,MER5054,14548.96,UTR0626929754,5411.0,SUCCESS,False,False,Success,False,False,2026-02-03,2026,Q1,2,February,2026-02,3,Tuesday,20,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00005034,2026-02-01 05:51:10,USR94281,MER5492,15018.57,UTR4524709313,5411.0,FAILED,False,False,F,False,False,2026-02-01,2026,Q1,2,February,2026-02,1,Sunday,5,True,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,False,True,True,True
TXN00013570,2026-02-25 12:26:10,USR64859,MER2857,21262.82,UTR5035574329,4131.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-25,2026,Q1,2,February,2026-02,25,Wednesday,12,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00009357,2026-02-16 01:39:58,USR28564,MER2467,20888.8,UTR4994005926,5411.0,SUCCESS,False,False,SUCCESS,False,False,2026-02-16,2026,Q1,2,February,2026-02,16,Monday,1,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00010983,2026-02-13 05:59:33,USR59292,MER3667,21968.65,UTR0802103341,5912.0,SUCCESS,False,False,S,False,False,2026-02-13,2026,Q1,2,February,2026-02,13,Friday,5,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00010928,2026-02-23 00:36:41,USR72287,MER2278,10513.05,UTR0605525358,5912.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-02-23,2026,Q1,2,February,2026-02,23,Monday,0,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00014758,2026-01-04 08:24:30,USR19302,MER5316,15246.29,UTR3430994360,4131.0,FAILED,False,False,FAILED,False,False,2026-01-04,2026,Q1,1,January,2026-01,4,Sunday,8,True,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,True,False,False,True,True
TXN00000095,2026-03-22 23:37:05,USR21870,MER4621,19276.47,UTR4908164764,4131.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-03-22,2026,Q1,3,March,2026-03,22,Sunday,23,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00003818,2026-01-30 22:40:33,USR24075,MER3469,20590.57,UTR9575772849,5912.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-01-30,2026,Q1,1,January,2026-01,30,Friday,22,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00013824,2026-01-20 04:57:56,USR47185,MER8197,9934.84,UTR2189808860,5912.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-20,2026,Q1,1,January,2026-01,20,Tuesday,4,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00019024,2026-02-10 14:11:50,USR72681,MER3919,23362.05,UTR1147198408,7011.0,FAILED,False,False,FAILED,False,False,2026-02-10,2026,Q1,2,February,2026-02,10,Tuesday,14,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,False,True,True,True
TXN00008639,2026-01-15 20:58:33,USR50332,MER7279,15166.74,UTR6316429004,,SUCCESS,False,False,TXN_SUCCESS,False,True,2026-01-15,2026,Q1,1,January,2026-01,15,Thursday,20,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00018656,2026-03-19 20:15:09,USR38673,MER7310,-15596.81,UTR9292860485,5411.0,SUCCESS,False,True,SUCCESS,False,False,2026-03-19,2026,Q1,3,March,2026-03,19,Thursday,20,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,True,False,True,True,False,False
TXN00005410,2026-01-02 22:26:08,USR48223,MER3703,13157.09,UTR3580808317,5812.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-01-02,2026,Q1,1,January,2026-01,2,Friday,22,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00016508,2026-03-22 08:57:52,USR56912,MER3296,8775.32,UTR8483277230,4131.0,SUCCESS,False,False,S,False,False,2026-03-22,2026,Q1,3,March,2026-03,22,Sunday,8,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00014609,2026-03-03 03:29:58,USR31671,MER4611,12854.02,UTR1933767028,5812.0,FAILED,False,False,FAILED,False,False,2026-03-03,2026,Q1,3,March,2026-03,3,Tuesday,3,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,False,True,True,True
TXN00008903,2026-03-30 07:26:05,USR91276,MER2516,19515.24,UTR6212964073,5912.0,SUCCESS,False,False,COMPLETED,False,False,2026-03-30,2026,Q1,3,March,2026-03,30,Monday,7,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00006203,2026-03-28 05:07:46,USR59866,MER3837,23001.8,UTR3574572120,,SUCCESS,False,False,TXN_SUCCESS,False,True,2026-03-28,2026,Q1,3,March,2026-03,28,Saturday,5,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00011827,2026-03-07 00:00:00,USR20811,MER7519,8499.47,UTR2760912193,5812.0,SUCCESS,True,False,TXN_SUCCESS,False,False,2026-03-07,2026,Q1,3,March,2026-03,7,Saturday,0,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00004684,2026-02-26 02:40:58,USR97139,MER5984,7463.83,UTR4534692684,5411.0,SUCCESS,False,False,SUCCESS,False,False,2026-02-26,2026,Q1,2,February,2026-02,26,Thursday,2,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00001021,2026-03-22 15:22:19,USR29003,MER8903,17438.53,UTR3613278510,5912.0,SUCCESS,False,False,Success,False,False,2026-03-22,2026,Q1,3,March,2026-03,22,Sunday,15,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00000704,2026-01-30 00:00:00,USR24569,MER1808,3369.02,UTR2740973591,5812.0,FAILED,True,False,Declined,False,False,2026-01-30,2026,Q1,1,January,2026-01,30,Friday,0,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,True,False,False,True,True
TXN00002531,2026-03-16 02:11:27,USR64753,MER7671,16923.76,UTR8855673840,5812.0,SUCCESS,False,False,S,False,False,2026-03-16,2026,Q1,3,March,2026-03,16,Monday,2,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00002167,2026-01-30 06:21:28,USR50598,MER2622,15857.21,UTR6454776379,7011.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-30,2026,Q1,1,January,2026-01,30,Friday,6,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00011735,2026-03-20 12:57:05,USR66582,MER6302,11239.0,UTR7296119532,5912.0,SUCCESS,False,False,Success,False,False,2026-03-20,2026,Q1,3,March,2026-03,20,Friday,12,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00000545,2026-01-16 16:30:47,USR68246,MER9069,15457.02,,5411.0,SUCCESS,False,False,Success,True,False,2026-01-16,2026,Q1,1,January,2026-01,16,Friday,16,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00019056,2026-01-12 04:56:27,USR23091,MER7809,24876.34,UTR8908275234,5411.0,FAILED,False,False,FAILED,False,False,2026-01-12,2026,Q1,1,January,2026-01,12,Monday,4,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,True,False,False,True,True
TXN00015165,2026-03-24 10:36:37,USR38001,MER8818,7472.0,,5812.0,SUCCESS,False,False,Success,True,False,2026-03-24,2026,Q1,3,March,2026-03,24,Tuesday,10,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00002299,2026-03-19 07:34:57,USR59966,MER9311,2709.56,UTR7869185010,5411.0,SUCCESS,False,False,Success,False,False,2026-03-19,2026,Q1,3,March,2026-03,19,Thursday,7,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00001638,2026-03-29 06:36:31,USR46726,MER9740,3818.88,UTR2310077105,5812.0,SUCCESS,False,False,Success,False,False,2026-03-29,2026,Q1,3,March,2026-03,29,Sunday,6,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00004292,2026-01-17 03:35:48,USR29908,MER9457,1991.21,UTR7354151161,4131.0,SUCCESS,False,False,Success,False,False,2026-01-17,2026,Q1,1,January,2026-01,17,Saturday,3,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00010111,2026-03-10 17:56:04,USR35624,MER6302,6579.39,UTR0492048018,7011.0,SUCCESS,False,False,Success,False,False,2026-03-10,2026,Q1,3,March,2026-03,10,Tuesday,17,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00012539,2026-01-30 09:14:28,USR99547,MER6553,6388.23,UTR3156249160,4131.0,PENDING,False,False,Pending,False,False,2026-01-30,2026,Q1,1,January,2026-01,30,Friday,9,False,False,False,False,False,PENDING,Pending,False,False,True,False,False,False,True,False,False,True,True
TXN00003500,2026-02-10 08:59:25,USR72210,MER3610,18438.28,UTR7158542714,5411.0,SUCCESS,False,False,S,False,False,2026-02-10,2026,Q1,2,February,2026-02,10,Tuesday,8,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00018910,2026-01-15 06:18:21,USR88823,MER1890,6252.0,UTR1540823063,5411.0,SUCCESS,False,False,S,False,False,2026-01-15,2026,Q1,1,January,2026-01,15,Thursday,6,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00005286,2026-03-30 00:00:00,USR71251,MER5842,17744.69,UTR0024765290,5411.0,SUCCESS,True,False,Success,False,False,2026-03-30,2026,Q1,3,March,2026-03,30,Monday,0,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00013298,2026-01-27 03:11:15,USR43492,MER6591,18183.79,UTR2390984816,5411.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-27,2026,Q1,1,January,2026-01,27,Tuesday,3,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00017190,2026-02-20 05:20:34,USR78186,MER8081,4938.18,UTR5183709262,5812.0,SUCCESS,False,False,Success,False,False,2026-02-20,2026,Q1,2,February,2026-02,20,Friday,5,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00019779,2026-02-20 17:28:00,USR32388,MER1112,8122.37,UTR7900989627,5411.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-20,2026,Q1,2,February,2026-02,20,Friday,17,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00016561,2026-03-17 20:47:12,USR49334,MER5866,16.31,UTR0102943145,5812.0,SUCCESS,False,False,COMPLETED,False,False,2026-03-17,2026,Q1,3,March,2026-03,17,Tuesday,20,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00005332,2026-02-24 22:03:45,USR41508,MER9892,-7918.26,UTR4469164715,5912.0,SUCCESS,False,True,COMPLETED,False,False,2026-02-24,2026,Q1,2,February,2026-02,24,Tuesday,22,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,True,True,False,False,True,True
TXN00006211,2026-01-19 07:03:52,USR90010,MER4888,12417.92,UTR5236738234,5812.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-19,2026,Q1,1,January,2026-01,19,Monday,7,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00002989,2026-03-16 11:08:38,USR74547,MER3728,17964.16,UTR5456646979,7011.0,SUCCESS,False,False,COMPLETED,False,False,2026-03-16,2026,Q1,3,March,2026-03,16,Monday,11,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00003489,2026-02-05 16:26:21,USR14395,MER3525,803.28,UTR6124870528,7011.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-05,2026,Q1,2,February,2026-02,5,Thursday,16,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00009151,2026-03-02 19:44:27,USR58281,MER6121,13591.31,UTR9344635338,5812.0,FAILED,False,False,TXN_FAILED,False,False,2026-03-02,2026,Q1,3,March,2026-03,2,Monday,19,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,False,True,True,True
TXN00008734,2026-03-13 19:21:00,USR78452,MER2609,11359.65,UTR6113553401,5912.0,SUCCESS,False,False,S,False,False,2026-03-13,2026,Q1,3,March,2026-03,13,Friday,19,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00003512,2026-01-25 00:38:10,USR35757,MER7376,1684.74,UTR9554374410,5812.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-01-25,2026,Q1,1,January,2026-01,25,Sunday,0,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00017945,2026-03-07 21:43:19,USR16526,MER3951,9862.0,UTR4322417592,5912.0,SUCCESS,False,False,SUCCESS,False,False,2026-03-07,2026,Q1,3,March,2026-03,7,Saturday,21,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00004280,2026-03-20 20:47:20,USR59394,MER2338,9799.64,UTR5190975129,5411.0,SUCCESS,False,False,Success,False,False,2026-03-20,2026,Q1,3,March,2026-03,20,Friday,20,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00002954,2026-01-27 15:31:02,USR92429,MER4893,11548.29,UTR0894008392,7011.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-01-27,2026,Q1,1,January,2026-01,27,Tuesday,15,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00004242,2026-01-07 17:09:04,USR20633,MER8731,9904.47,UTR9616579510,5912.0,SUCCESS,False,False,S,False,False,2026-01-07,2026,Q1,1,January,2026-01,7,Wednesday,17,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00009705,2026-03-21 14:25:32,USR39676,MER1470,8659.22,UTR6021326126,5411.0,SUCCESS,False,False,COMPLETED,False,False,2026-03-21,2026,Q1,3,March,2026-03,21,Saturday,14,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00003623,2026-03-23 01:16:31,USR46357,MER1475,5463.01,UTR1372829565,5411.0,SUCCESS,False,False,COMPLETED,False,False,2026-03-23,2026,Q1,3,March,2026-03,23,Monday,1,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00002509,2026-01-16 17:37:22,USR58492,MER7124,21175.75,UTR1777202421,5912.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-16,2026,Q1,1,January,2026-01,16,Friday,17,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00010628,2026-02-10 13:28:44,USR82466,MER5698,13134.8,UTR0160439600,5411.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-10,2026,Q1,2,February,2026-02,10,Tuesday,13,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00009687,2026-02-27 11:50:24,USR50290,MER9736,7145.27,UTR0509353845,4131.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-27,2026,Q1,2,February,2026-02,27,Friday,11,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00014992,2026-01-23 16:13:51,USR42132,MER1300,14503.78,UTR5178879461,5812.0,SUCCESS,False,False,COMPLETED,False,False,2026-01-23,2026,Q1,1,January,2026-01,23,Friday,16,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00001656,2026-03-24 01:42:03,USR87474,MER8877,23424.58,UTR1523659968,5812.0,SUCCESS,False,False,S,False,False,2026-03-24,2026,Q1,3,March,2026-03,24,Tuesday,1,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00019879,2026-03-04 14:33:47,USR25686,MER2590,12341.0,UTR4249777745,5812.0,FAILED,False,False,FAILED,False,False,2026-03-04,2026,Q1,3,March,2026-03,4,Wednesday,14,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,True,True,False,False,False
TXN00000851,2026-03-02 20:25:46,USR70204,MER2889,1686.24,UTR9736644959,7011.0,SUCCESS,False,False,SUCCESS,False,False,2026-03-02,2026,Q1,3,March,2026-03,2,Monday,20,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00017951,2026-02-21 03:46:55,USR87286,MER1038,19026.47,UTR5528441162,4131.0,SUCCESS,False,False,SUCCESS,False,False,2026-02-21,2026,Q1,2,February,2026-02,21,Saturday,3,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00000166,2026-01-14 10:20:10,USR43844,MER2425,20884.21,UTR2870999704,4131.0,SUCCESS,False,False,Success,False,False,2026-01-14,2026,Q1,1,January,2026-01,14,Wednesday,10,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00015887,2026-03-15 00:00:00,USR16185,MER2565,17193.25,UTR3510044796,4131.0,SUCCESS,True,False,TXN_SUCCESS,False,False,2026-03-15,2026,Q1,3,March,2026-03,15,Sunday,0,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00007671,2026-03-19 00:43:51,USR33729,MER6346,19246.61,UTR4200552531,5812.0,SUCCESS,False,False,SUCCESS,False,False,2026-03-19,2026,Q1,3,March,2026-03,19,Thursday,0,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00015606,2026-03-13 09:39:30,USR20218,MER6240,5259.22,UTR5775624113,4131.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-03-13,2026,Q1,3,March,2026-03,13,Friday,9,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00010629,2026-01-05 07:02:59,USR88882,MER5754,5216.09,UTR0951766876,5912.0,FAILED,False,False,TXN_FAILED,False,False,2026-01-05,2026,Q1,1,January,2026-01,5,Monday,7,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,False,True,True,True
TXN00014733,2026-01-19 20:35:04,USR72028,MER4121,4022.34,UTR4811960156,5912.0,SUCCESS,False,False,S,False,False,2026-01-19,2026,Q1,1,January,2026-01,19,Monday,20,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00005484,2026-02-08 00:29:50,USR71138,MER6512,18178.19,UTR1458579493,5411.0,SUCCESS,False,False,Success,False,False,2026-02-08,2026,Q1,2,February,2026-02,8,Sunday,0,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00013384,2026-01-26 09:00:51,USR62970,MER2556,10789.82,UTR3464303775,5912.0,FAILED,False,False,Fail,False,False,2026-01-26,2026,Q1,1,January,2026-01,26,Monday,9,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,True,True,False,False,False
TXN00016014,2026-03-28 03:18:41,USR86095,MER4953,24748.14,UTR4523943937,5411.0,SUCCESS,False,False,SUCCESS,False,False,2026-03-28,2026,Q1,3,March,2026-03,28,Saturday,3,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00001011,2026-02-25 21:42:13,USR72098,MER9809,5538.02,UTR2743397515,4131.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-25,2026,Q1,2,February,2026-02,25,Wednesday,21,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00010810,2026-01-15 14:41:09,USR21980,MER9607,14902.21,UTR6319001092,5912.0,SUCCESS,False,False,S,False,False,2026-01-15,2026,Q1,1,January,2026-01,15,Thursday,14,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00007097,2026-02-17 07:14:09,USR29518,MER5981,-20890.94,UTR8998024509,5411.0,SUCCESS,False,True,TXN_SUCCESS,False,False,2026-02-17,2026,Q1,2,February,2026-02,17,Tuesday,7,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,True,False,False,True,True,True
TXN00013497,2026-03-06 01:32:05,USR94923,MER8713,23194.03,UTR9072999282,5411.0,FAILED,False,False,TXN_FAILED,False,False,2026-03-06,2026,Q1,3,March,2026-03,6,Friday,1,False,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,True,True,False,False
TXN00001287,2026-01-23 15:55:00,USR65052,MER1768,2205.78,UTR7304392663,5912.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-23,2026,Q1,1,January,2026-01,23,Friday,15,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00013291,2026-01-03 19:21:24,USR55265,MER4238,13317.55,UTR0573821717,4131.0,FAILED,False,False,FAILED,False,False,2026-01-03,2026,Q1,1,January,2026-01,3,Saturday,19,True,False,False,False,False,FAILED,Failed,False,True,False,False,False,False,False,False,True,True,True
TXN00000989,2026-01-12 02:32:48,USR51945,MER4155,6167.59,UTR0027663802,5912.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-01-12,2026,Q1,1,January,2026-01,12,Monday,2,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00006746,2026-01-10 22:47:44,USR93548,MER2386,24864.16,UTR8566375347,5812.0,SUCCESS,False,False,TXN_SUCCESS,False,False,2026-01-10,2026,Q1,1,January,2026-01,10,Saturday,22,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00012771,2026-02-19 06:06:28,USR94657,MER4259,17945.41,UTR8616707825,5912.0,SUCCESS,False,False,COMPLETED,False,False,2026-02-19,2026,Q1,2,February,2026-02,19,Thursday,6,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00012866,2026-01-15 15:44:37,USR48606,MER7298,19476.92,UTR4266840421,5411.0,SUCCESS,False,False,S,False,False,2026-01-15,2026,Q1,1,January,2026-01,15,Thursday,15,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00013650,2026-03-24 12:28:43,USR80703,MER7958,17048.1,UTR8313893276,5411.0,SUCCESS,False,False,Success,False,False,2026-03-24,2026,Q1,3,March,2026-03,24,Tuesday,12,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00018364,2026-01-03 20:47:27,USR47386,MER7020,2638.66,UTR1837155917,7011.0,SUCCESS,False,False,COMPLETED,False,False,2026-01-03,2026,Q1,1,January,2026-01,3,Saturday,20,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00015245,2026-03-26 01:35:21,USR69301,MER8603,3904.95,UTR6530591017,5411.0,SUCCESS,False,False,S,False,False,2026-03-26,2026,Q1,3,March,2026-03,26,Thursday,1,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00004115,2026-01-09 11:25:02,USR13164,MER3255,15026.79,UTR7592982429,5812.0,SUCCESS,False,False,COMPLETED,False,False,2026-01-09,2026,Q1,1,January,2026-01,9,Friday,11,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00010254,2026-01-20 17:18:18,USR24765,MER5881,10078.21,UTR5611440503,5411.0,SUCCESS,False,False,S,False,False,2026-01-20,2026,Q1,1,January,2026-01,20,Tuesday,17,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00012346,2026-01-07 20:47:56,USR52186,MER2104,20302.71,UTR6754434394,5411.0,SUCCESS,False,False,S,False,False,2026-01-07,2026,Q1,1,January,2026-01,7,Wednesday,20,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,True,False,False,False
TXN00008935,2026-03-28 19:28:26,USR17922,MER2996,15240.04,UTR7522562779,7011.0,SUCCESS,False,False,COMPLETED,False,False,2026-03-28,2026,Q1,3,March,2026-03,28,Saturday,19,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,True,True,False,False
TXN00001336,2026-02-01 07:03:49,USR24338,MER3986,16261.64,UTR1059792592,5912.0,SUCCESS,False,False,S,False,False,2026-02-01,2026,Q1,2,February,2026-02,1,Sunday,7,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00008450,2026-03-23 00:00:00,USR33219,MER6399,19643.81,UTR7875068013,4131.0,SUCCESS,True,False,COMPLETED,False,False,2026-03-23,2026,Q1,3,March,2026-03,23,Monday,0,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00008860,2026-01-15 17:30:20,USR99414,MER2065,15554.52,UTR5992282948,5411.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-15,2026,Q1,1,January,2026-01,15,Thursday,17,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00004507,2026-01-09 00:38:11,USR68884,MER2351,18367.86,UTR3917577950,5411.0,SUCCESS,False,False,COMPLETED,False,False,2026-01-09,2026,Q1,1,January,2026-01,9,Friday,0,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
TXN00000976,2026-01-04 21:48:29,USR22395,MER3018,6563.98,UTR6732555089,5411.0,SUCCESS,False,False,COMPLETED,False,False,2026-01-04,2026,Q1,1,January,2026-01,4,Sunday,21,True,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,True,False,False,True,True
TXN00011384,2026-01-28 12:51:45,USR38108,MER7624,17218.85,UTR6775117634,5812.0,SUCCESS,False,False,SUCCESS,False,False,2026-01-28,2026,Q1,1,January,2026-01,28,Wednesday,12,False,False,False,False,False,SUCCESS,Success,True,False,False,False,False,False,False,False,True,True,True
