complaint_id,txn_id,txn_id_missing,user_id,merchant_id,transaction_timestamp,reported_timestamp,bank_response_timestamp,reporting_delay_days,bank_response_delay_days,impossible_reporting_delay,disputed_amount,disputed_amount_missing,reason_code_bucket,reason_code,complaint_text,resolution_status,severity,channel,transaction_date,reported_date,bank_response_date,txn_id_missing_flag,user_id_missing_flag,merchant_id_missing_flag,disputed_amount_missing_flag,has_long_reporting_delay,has_long_bank_response_delay,invalid_reporting_delay,invalid_bank_response_delay,user_found_in_kyc,merchant_found_in_master,transaction_found,user_id_unmatched,merchant_id_unmatched,txn_id_unmatched
CB0000630,TXN00019233,False,USR41212,MER3129,2026-03-01 00:00:00,2026-03-08 15:33:27,2026-03-28 00:00:00,7.648229166666667,19.351770833333333,False,1007.91,False,Other/Unclassified,FRAUD,User reports money deducted but merchant denies receiving payment.,Rejected,Low,Email,2026-03-01,2026-03-08,2026-03-28,False,False,False,False,True,True,False,False,True,True,True,False,False,False
CB0002226,TXN00005923,False,USR15487,MER2547,2026-01-26 00:00:00,2026-02-06 03:51:00,2026-02-20 00:00:00,11.160416666666666,13.839583333333334,False,1759.97,False,Account Takeover / Unauthorized,not done by me,Customer says transaction was not authorized.,Resolved,Medium,Email,2026-01-26,2026-02-06,2026-02-20,False,False,False,False,True,True,False,False,True,False,True,False,True,False
CB0000901,TXN00012155,False,USR12240,MER4226,2026-02-27 00:00:00,2026-03-04 15:39:00,2026-03-12 15:39:05,5.652083333333334,8.00005787037037,False,348.42,False,General Complaint / Dispute,complaint,Customer says amount was debited twice.,In Progress,Medium,App,2026-02-27,2026-03-04,2026-03-12,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000805,TXN00009314,False,USR13620,MER3239,2026-01-21 00:00:00,2026-01-24 00:00:00,,3.0,,False,766.0,False,General Complaint / Dispute,Customer Dispute,User says UPI PIN was not entered by them.,In Progress,Low,Email,2026-01-21,2026-01-24,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000381,TXN00014178,False,USR27107,MER3113,2026-01-05 17:14:00,2026-01-11 00:00:00,2026-01-27 00:00:00,5.281944444444444,16.0,False,431.5,False,Duplicate Debit,charged twice,customer says transaction was not authorized.,Rejected,Low,IVR,2026-01-05,2026-01-11,2026-01-27,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0002671,TXN00018559,False,USR95364,MER3979,2026-02-16 00:00:00,2026-02-17 02:27:10,2026-03-14 02:27:10,1.102199074074074,25.0,False,9404.0,False,Account Takeover / Unauthorized,ATO,User says UPI PIN was not entered by them.,Rejected,Low,Call Center,2026-02-16,2026-02-17,2026-03-14,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001298,TXN00007668,False,USR64776,MER6492,2026-02-13 00:00:00,2026-02-16 00:00:00,2026-03-02 00:00:00,3.0,14.0,False,872.83,False,Account Takeover / Unauthorized,account hacked,Complaint received after multiple failed attempts.,Rejected,Low,IVR,2026-02-13,2026-02-16,2026-03-02,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0001556,TXN00003293,False,USR34180,MER4663,2026-03-09 21:48:00,,2026-03-22 00:00:00,,,False,2045.0,False,Duplicate Debit,Duplicate Debit,User reports money deducted but merchant denies receiving payment.,Resolved,Medium,Email,2026-03-09,,2026-03-22,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0001595,TXN00019657,False,USR11057,MER7114,2026-03-10 01:00:24,2026-03-20 14:00:00,2026-04-13 00:00:00,10.54138888888889,23.416666666666668,False,18735.0,False,General Complaint / Dispute,customer issue,Merchant service was not delivered after payment.,Closed,Medium,App,2026-03-10,2026-03-20,2026-04-13,False,False,False,False,True,True,False,False,False,False,True,True,True,False
CB0001360,TXN00018073,False,USR38459,MER1267,2026-01-17 05:43:30,2026-01-18 00:00:00,2026-01-30 00:00:00,0.7614583333333333,12.0,False,171.37,False,Other/Unclassified,Service Not Provided,User claims account was compromised before transaction.,Pending Bank,Low,Call Center,2026-01-17,2026-01-18,2026-01-30,False,False,False,False,False,True,False,False,True,True,True,False,False,False
CB0000903,TXN00009145,False,USR87189,MER8391,2026-01-14 00:00:00,2026-01-14 00:00:00,2026-01-19 18:38:44,0.0,5.776898148148148,False,1922.11,False,Account Takeover / Unauthorized,Unauthorized Transaction,Customer says transaction was not authorized.,In Progress,Low,IVR,2026-01-14,2026-01-14,2026-01-19,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0001068,TXN00011141,False,USR85237,MER9377,2026-01-13 20:39:53,2026-01-14 00:00:00,2026-01-26 00:00:00,0.1389699074074074,12.0,False,1466.29,False,Item/Service Not Delivered,Merchant Not Delivered,user says upi pin was not entered by them.,Closed,Medium,IVR,2026-01-13,2026-01-14,2026-01-26,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0002222,TXN00017740,False,USR92520,MER5264,2026-02-18 17:42:00,2026-02-19 04:42:00,2026-02-20 04:42:36,0.4583333333333333,1.0004166666666667,False,2328.0,False,Other/Unclassified,service failed,User claims account was compromised before transaction.,In Progress,Medium,Chatbot,2026-02-18,2026-02-19,2026-02-20,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000062,TXN00012210,False,USR39698,MER5302,2026-01-22 10:10:40,2026-01-25 00:00:00,,2.575925925925926,,False,1467.32,False,Amount Mismatch,extra amount deducted,Customer says amount was debited twice.,Closed,Medium,IVR,2026-01-22,2026-01-25,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000742,TXN00007076,False,USR36630,MER5264,2026-02-26 00:00:00,2026-02-28 00:00:00,2026-03-23 11:58:36,2.0,23.499027777777776,False,533.33,False,Other/Unclassified,service failed,Customer complaint text unclear due to poor call center notes.,Pending Bank,Medium,App,2026-02-26,2026-02-28,2026-03-23,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0000523,TXN00014885,False,USR52281,MER1833,2026-01-16 00:00:00,2026-01-26 00:00:00,2026-02-10 00:00:00,10.0,15.0,False,573.0,False,General Complaint / Dispute,dispute raised,Complaint received after multiple failed attempts.,In Progress,High,Chatbot,2026-01-16,2026-01-26,2026-02-10,False,False,False,False,True,True,False,False,False,False,True,True,True,False
CB0002730,TXN00004070,False,USR84719,MER4590,2026-02-15 00:00:00,2026-02-16 00:00:00,2026-02-26 00:00:00,1.0,10.0,False,3047.23,False,Account Takeover / Unauthorized,Account Takeover,Complaint received after multiple failed attempts.,Pending Bank,Medium,Chatbot,2026-02-15,2026-02-16,2026-02-26,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0001871,TXN00009076,False,USR67496,MER3100,2026-03-30 00:00:00,2026-03-31 11:44:40,2026-04-28 00:00:00,1.4893518518518518,27.51064814814815,False,1552.98,False,Account Takeover / Unauthorized,ATO,Customer complaint text unclear due to poor call center notes.,Open,Medium,Branch,2026-03-30,2026-03-31,2026-04-28,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000281,TXN00017953,False,USR13544,MER2334,2026-01-04 01:24:00,2026-01-06 19:24:02,,2.750023148148148,,False,6427.42,False,Other/Unclassified,service failed,Complaint received after multiple failed attempts.,Resolved,Medium,App,2026-01-04,2026-01-06,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0002361,TXN00010080,False,USR53138,MER7137,2026-03-08 00:00:00,2026-03-14 08:24:12,2026-04-11 00:00:00,6.350138888888889,27.64986111111111,False,824.94,False,Account Takeover / Unauthorized,login compromised,Customer says transaction was not authorized.,Closed,Medium,App,2026-03-08,2026-03-14,2026-04-11,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0001610,TXN00008090,False,USR29627,MER9644,2026-03-28 23:39:25,2026-03-31 00:00:00,,2.0142939814814813,,False,3349.24,False,Other/Unclassified,incorrect amount,Merchant service was not delivered after payment.,Pending Bank,Medium,Call Center,2026-03-28,2026-03-31,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000232,TXN00019245,False,USR86563,MER2065,2026-01-01 00:00:00,2026-01-11 00:00:00,,10.0,,False,2823.84,False,General Complaint / Dispute,dispute raised,User claims account was compromised before transaction.,Resolved,Low,Email,2026-01-01,2026-01-11,,False,False,False,False,True,False,False,False,False,False,True,True,True,False
CB0001783,TXN00003103,False,USR31416,MER8794,2026-01-24 15:01:00,2026-01-26 00:00:00,2026-02-03 00:00:00,1.3743055555555554,8.0,False,7765.0,False,Item/Service Not Delivered,item not received,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,Resolved,Low,IVR,2026-01-24,2026-01-26,2026-02-03,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000673,TXN00006799,False,USR90390,MER2514,2026-01-04 00:00:00,2026-01-19 00:00:00,2026-02-09 00:00:00,15.0,21.0,False,7272.77,False,Other/Unclassified,Fraud Suspected,customer complaint text unclear due to poor call center notes.,Rejected,Medium,Email,2026-01-04,2026-01-19,2026-02-09,False,False,False,False,True,True,False,False,False,True,True,True,False,False
CB0000472,TXN00001422,False,USR49251,MER7171,2026-02-20 00:00:00,2026-02-21 00:00:00,2026-02-26 02:45:57,1.0,5.115243055555555,False,2080.17,False,Other/Unclassified,suspicious transaction,User claims account was compromised before transaction.,Closed,Low,IVR,2026-02-20,2026-02-21,2026-02-26,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000225,TXN00000007,False,USR30925,MER5655,2026-02-07 05:47:09,2026-02-09 00:00:00,2026-02-12 18:47:00,1.758923611111111,3.782638888888889,False,2231.72,False,Account Takeover / Unauthorized,Account Takeover,User reports money deducted but merchant denies receiving payment.,In Progress,High,Email,2026-02-07,2026-02-09,2026-02-12,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0000846,TXN00018851,False,USR98606,MER9609,2026-03-18 00:00:00,2026-04-17 14:56:00,,30.622222222222224,,False,2087.83,False,General Complaint / Dispute,Customer Dispute,User says UPI PIN was not entered by them.,Pending Bank,High,App,2026-03-18,2026-04-17,,False,False,False,False,True,False,False,False,False,False,True,True,True,False
CB0002061,TXN00000123,False,USR25645,MER1279,2026-01-26 00:00:00,2026-01-30 00:00:00,,4.0,,False,4808.45,False,Account Takeover / Unauthorized,ATO,User says UPI PIN was not entered by them.,Open,High,Email,2026-01-26,2026-01-30,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000074,TXN00018905,False,USR67079,MER5054,2026-02-09 00:00:00,2026-02-10 00:00:00,,1.0,,False,547.94,False,General Complaint / Dispute,complaint,Suspicious high-value payment disputed by customer. pls check asap,In Progress,High,Branch,2026-02-09,2026-02-10,,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0001883,TXN00014046,False,USR51538,MER5600,2026-03-18 00:00:00,2026-03-20 13:07:18,2026-03-25 00:00:00,2.546736111111111,4.4532638888888885,False,4405.58,False,Item/Service Not Delivered,merchant service issue,User says UPI PIN was not entered by them.,Pending Bank,Low,App,2026-03-18,2026-03-20,2026-03-25,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000625,TXN00000101,False,USR93581,MER5578,2026-02-16 00:00:00,2026-02-19 00:00:00,,3.0,,False,703.07,False,Item/Service Not Delivered,Merchant Not Delivered,Customer says transaction was not authorized.,Resolved,Critical,App,2026-02-16,2026-02-19,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000775,TXN00004439,False,USR27107,MER7732,2026-01-21 00:00:00,2026-01-24 00:00:00,,3.0,,False,1706.04,False,Item/Service Not Delivered,Merchant Not Delivered,Merchant service was not delivered after payment.,Rejected,Medium,IVR,2026-01-21,2026-01-24,,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0000223,TXN00005582,False,USR74418,MER4130,2026-02-19 15:03:20,,2026-02-25 03:03:20,,,False,16352.81,False,Other/Unclassified,scam,User claims account was compromised before transaction.,Resolved,Medium,Call Center,2026-02-19,,2026-02-25,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0000700,TXN00001244,False,USR88147,MER2972,2026-02-13 00:00:00,2026-03-31 00:00:00,2026-04-04 00:00:00,46.0,4.0,False,1404.94,False,Other/Unclassified,service failed,User claims account was compromised before transaction.,In Progress,Medium,Chatbot,2026-02-13,2026-03-31,2026-04-04,False,False,False,False,True,False,False,False,False,False,True,True,True,False
CB0001817,TXN00010816,False,USR54649,MER5999,2026-01-20 00:00:00,2026-01-21 00:00:00,2026-01-27 00:00:00,1.0,6.0,False,1622.49,False,General Complaint / Dispute,dispute raised,Customer complaint text unclear due to poor call center notes.,In Progress,Critical,Chatbot,2026-01-20,2026-01-21,2026-01-27,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0000646,TXN00018578,False,USR49324,MER3174,2026-03-01 01:31:22,2026-03-02 00:00:00,2026-03-11 00:00:00,0.936550925925926,9.0,False,4970.0,False,Account Takeover / Unauthorized,ATO,User says UPI PIN was not entered by them.,In Progress,Medium,Chatbot,2026-03-01,2026-03-02,2026-03-11,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0002211,TXN00013107,False,USR37685,MER8309,2026-01-17 04:52:50,2026-01-18 00:00:00,2026-01-24 00:00:00,0.7966435185185186,6.0,False,2345.09,False,Duplicate Debit,DUP_DEBIT,Customer complaint text unclear due to poor call center notes.,In Progress,High,IVR,2026-01-17,2026-01-18,2026-01-24,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0002530,TXN00008558,False,USR71564,MER4848,2026-01-29 00:00:00,2026-02-01 06:28:44,2026-02-17 06:28:44,3.269953703703704,16.0,False,1053.3,False,Account Takeover / Unauthorized,unauthorized_transaction,User says UPI PIN was not entered by them. call dropped,Closed,Medium,IVR,2026-01-29,2026-02-01,2026-02-17,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0000338,TXN00014545,False,USR52948,MER4069,2026-02-28 00:00:00,2026-03-06 00:00:00,,6.0,,False,1623.27,False,General Complaint / Dispute,customer issue,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,Closed,Critical,Chatbot,2026-02-28,2026-03-06,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0001920,TXN00011275,False,USR18736,MER4473,2026-02-21 00:00:00,2026-02-17 00:00:00,2026-02-23 12:13:00,-4.0,6.509027777777778,True,10469.69,False,Account Takeover / Unauthorized,ATO,User claims account was compromised before txn.,In Progress,Medium,App,2026-02-21,2026-02-17,2026-02-23,False,False,False,False,False,False,True,False,False,False,True,True,True,False
CB0002284,TXN00019560,False,USR71503,MER7874,2026-01-17 12:10:09,2026-01-19 00:00:00,2026-02-05 00:00:00,1.4929513888888888,17.0,False,4923.1,False,Item/Service Not Delivered,not delivered,Complaint received after multiple failed attempts.,In Progress,Critical,App,2026-01-17,2026-01-19,2026-02-05,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0000484,TXN00005084,False,USR96003,MER8682,2026-03-06 05:20:24,2026-03-08 00:00:00,2026-03-30 23:20:24,1.7775,22.9725,False,12351.07,False,Item/Service Not Delivered,merchant service issue,Customer says amount was debited twice.,Pending Bank,Low,IVR,2026-03-06,2026-03-08,2026-03-30,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000794,TXN00013962,False,USR28913,MER9984,2026-01-12 10:51:00,2026-01-28 00:00:00,,15.547916666666667,,False,1826.0,False,Item/Service Not Delivered,not delivered,User claims account was compromised before transaction.,Closed,Medium,Email,2026-01-12,2026-01-28,,False,False,False,False,True,False,False,False,False,False,True,True,True,False
CB0001370,TXN00017169,False,USR14813,MER6201,2026-03-05 07:45:00,2026-03-12 00:00:00,2026-03-14 07:45:00,6.677083333333333,2.3229166666666665,False,696.63,False,Amount Mismatch,amount mismatch,Complaint received after multiple failed attempts.,Rejected,Low,Branch,2026-03-05,2026-03-12,2026-03-14,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0002513,TXN00003753,False,USR11110,MER5076,2026-01-03 00:00:00,2026-01-06 09:06:26,2026-01-29 09:06:00,3.3794675925925928,22.999699074074076,False,691.4,False,General Complaint / Dispute,Customer Dispute,Suspicious high-value payment disputed by customer.,Pending Bank,Medium,Call Center,2026-01-03,2026-01-06,2026-01-29,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001764,TXN00007180,False,USR97480,MER8142,2026-01-31 00:00:00,2026-02-01 00:00:00,2026-02-10 00:00:00,1.0,9.0,False,671.37,False,Other/Unclassified,service failed,User reports money deducted but merchant denies receiving payment.,Pending Bank,Medium,Email,2026-01-31,2026-02-01,2026-02-10,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0001259,TXN00012199,False,USR39404,MER2849,2026-03-30 00:00:00,2026-04-06 00:00:00,2026-04-13 00:00:00,7.0,7.0,False,879.0,False,General Complaint / Dispute,dispute raised,User claims account was compromised before transaction.,Open,Low,Chatbot,2026-03-30,2026-04-06,2026-04-13,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0000596,TXN00006654,False,USR37722,MER4208,2026-01-02 00:00:00,2026-01-08 17:27:00,,6.727083333333334,,False,2733.0,False,Other/Unclassified,UNAUTHORISED,User reports money deducted but merchant denies receiving payment.,Closed,Low,Chatbot,2026-01-02,2026-01-08,,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0000822,TXN00005564,False,USR76792,MER6388,2026-03-15 00:00:00,2026-03-16 02:35:00,2026-04-08 02:35:00,1.1076388888888888,23.0,False,1858.07,False,Item/Service Not Delivered,not delivered,Customer says amount was debited twice.,Pending Bank,Medium,IVR,2026-03-15,2026-03-16,2026-04-08,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001225,TXN00015094,False,USR34566,MER5674,2026-03-03 00:00:00,2026-03-05 00:00:00,,2.0,,False,12640.85,False,Duplicate Debit,double debit,Customer complaint text unclear due to poor call center notes.,Pending Bank,Low,App,2026-03-03,2026-03-05,,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0002558,TXN00011898,False,USR64312,MER7218,2026-01-14 19:22:13,2026-01-18 00:00:00,2026-02-04 00:00:00,3.192905092592593,17.0,False,2771.91,False,Duplicate Debit,DUP_DEBIT,Customer complaint text unclear due to poor call center notes.,Rejected,Low,Branch,2026-01-14,2026-01-18,2026-02-04,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0000026,TXN00001919,False,USR39089,MER5042,2026-03-03 00:00:00,2026-03-05 00:00:00,2026-03-27 22:56:15,2.0,22.955729166666668,False,1859.77,False,Item/Service Not Delivered,no service,Complaint received after multiple failed attempts.,Rejected,Low,IVR,2026-03-03,2026-03-05,2026-03-27,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0001468,TXN00016367,False,USR57411,MER5305,2026-03-12 10:03:31,2026-03-11 00:00:00,,-1.4191087962962965,,True,6490.82,False,General Complaint / Dispute,Customer Dispute,Payment made to unknown merchant as per customer statement.,In Progress,Medium,Email,2026-03-12,2026-03-11,,False,False,False,False,False,False,True,False,True,True,True,False,False,False
CB0001959,TXN00011213,False,USR97266,MER6311,2026-03-23 11:07:04,,,,,False,1071.93,False,Account Takeover / Unauthorized,Account Takeover,Customer complaint text unclear due to poor call center notes.,Resolved,Low,Email,2026-03-23,,,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0002657,TXN00017047,False,USR97927,MER9426,2026-01-26 00:00:00,2026-02-05 00:00:00,2026-03-04 00:00:00,10.0,27.0,False,1731.53,False,Other/Unclassified,FRAUD,Complaint received after multiple failed attempts.,In Progress,Low,Call Center,2026-01-26,2026-02-05,2026-03-04,False,False,False,False,True,True,False,False,False,False,True,True,True,False
CB0002257,TXN41888,False,USR36095,MER2102,2026-02-17 00:00:00,,2026-03-15 00:00:00,,,False,3064.59,False,Item/Service Not Delivered,delivery issue,Customer says transaction was not authorized.,Rejected,Medium,Branch,2026-02-17,,2026-03-15,False,False,False,False,False,False,False,False,False,True,False,True,False,True
CB0001462,TXN00002045,False,USR58805,MER2842,2026-03-02 00:00:00,2026-03-01 00:00:00,2026-03-21 12:45:23,-1.0,20.531516203703703,True,3144.27,False,Other/Unclassified,UNAUTHORISED,Suspicious high-value payment disputed by customer.,In Progress,Medium,Email,2026-03-02,2026-03-01,2026-03-21,False,False,False,False,False,True,True,False,False,False,True,True,True,False
CB0000459,TXN00018065,False,USR75856,MER6850,2026-02-11 19:04:00,2026-02-14 14:04:54,2026-03-01 14:04:00,2.792291666666667,14.999375,False,4568.57,False,Other/Unclassified,FRAUD,merchant service was not delivered after payment.,Open,Low,IVR,2026-02-11,2026-02-14,2026-03-01,False,False,False,False,False,True,False,False,True,False,True,False,True,False
CB0000264,TXN00012389,False,USR77084,MER4475,2026-01-23 11:24:20,2026-01-28 00:00:00,,4.524768518518519,,False,1247.52,False,Duplicate Debit,DUP_DEBIT,Customer complaint text unclear due to poor call center notes. call dropped,In Progress,Low,Email,2026-01-23,2026-01-28,,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0000277,TXN00013423,False,USR88037,MER4048,2026-01-11 00:00:00,2026-01-14 07:32:19,,3.3141087962962965,,False,498.7,False,Other/Unclassified,Service Not Provided,Customer says amount was debited twice.,Pending Bank,Medium,App,2026-01-11,2026-01-14,,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0001158,TXN00016429,False,USR80809,MER9349,2026-01-10 00:00:00,2026-01-12 05:11:00,2026-01-17 05:11:04,2.2159722222222222,5.000046296296296,False,276.59,False,Other/Unclassified,Service Not Provided,Payment made to unknown merchant as per customer statement.,Resolved,Medium,Branch,2026-01-10,2026-01-12,2026-01-17,False,False,False,False,False,False,False,False,False,False,True,True,True,False
CB0002177,TXN00018087,False,USR50619,MER1160,2026-01-07 00:00:00,2026-01-15 00:00:00,2026-01-22 00:00:00,8.0,7.0,False,2152.04,False,Other/Unclassified,Service Not Provided,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Rejected,Low,Call Center,2026-01-07,2026-01-15,2026-01-22,False,False,False,False,True,False,False,False,False,False,True,True,True,False
CB0000347,TXN00015951,False,USR35882,MER6839,2026-03-01 00:00:00,2026-03-02 22:57:12,2026-03-10 00:00:00,1.956388888888889,7.043611111111111,False,607.62,False,Other/Unclassified,suspicious transaction,CUSTOMER SAYS AMOUNT WAS DEBITED TWICE.,Pending Bank,Medium,Call Center,2026-03-01,2026-03-02,2026-03-10,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0001714,TXN00019200,False,USR10307,MER3670,2026-01-23 04:45:00,2026-01-24 13:45:28,2026-02-20 00:00:00,1.375324074074074,26.42675925925926,False,1186.0,False,General Complaint / Dispute,dispute raised,Complaint received after multiple failed attempts.,Open,Medium,Chatbot,2026-01-23,2026-01-24,2026-02-20,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0002709,TXN00003581,False,USR40538,MER8057,2026-01-27 00:00:00,2026-02-26 10:26:00,2026-03-08 00:00:00,30.434722222222224,9.565277777777778,False,3616.02,False,Other/Unclassified,unauth txn,Merchant service was not delivered after payment.,In Progress,Medium,IVR,2026-01-27,2026-02-26,2026-03-08,False,False,False,False,True,True,False,False,False,True,True,True,False,False
CB0001215,TXN00007445,False,USR46899,MER9910,2026-01-24 18:17:00,2026-01-27 00:00:00,,2.2381944444444444,,False,3055.0,False,Account Takeover / Unauthorized,Account Takeover,User says UPI PIN was not entered by them. pls check asap,Resolved,Medium,IVR,2026-01-24,2026-01-27,,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0002255,TXN00008016,False,USR72981,MER7286,2026-01-01 23:32:29,2026-01-02 00:00:00,,0.0191087962962962,,False,1364.41,False,Other/Unclassified,unauth txn,Customer says amount was debited twice. NA,In Progress,Low,Chatbot,2026-01-01,2026-01-02,,False,False,False,False,False,False,False,False,True,False,True,False,True,False
CB0002428,TXN00009714,False,USR79175,MER8542,2026-02-15 22:57:47,2026-03-03 00:00:00,2026-04-02 00:00:00,15.043206018518518,30.0,False,807.62,False,Duplicate Debit,double debit,Customer says transaction was not authorized.,Closed,Low,Branch,2026-02-15,2026-03-03,2026-04-02,False,False,False,False,True,True,False,False,False,False,True,True,True,False
CB0001348,TXN00006710,False,USR80160,MER8221,2026-03-28 11:14:00,2026-03-30 00:00:00,2026-04-07 00:00:00,1.5319444444444446,8.0,False,2194.0,False,Account Takeover / Unauthorized,not done by me,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,Open,Medium,IVR,2026-03-28,2026-03-30,2026-04-07,False,False,False,False,False,True,False,False,False,True,True,True,False,False
CB0002569,TXN00012026,False,USR10288,MER8779,2026-01-12 00:00:00,,2026-01-25 00:00:00,,,False,4655.0,False,Account Takeover / Unauthorized,Account Takeover,Payment made to unknown merchant as per customer statement.,Rejected,Low,App,2026-01-12,,2026-01-25,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0001458,TXN00002805,False,USR85655,MER1702,2026-02-18 00:00:00,2026-03-05 00:00:00,2026-03-28 00:00:00,15.0,23.0,False,1623.96,False,Duplicate Debit,double debit,User claims account was compromised before transaction. call dropped,Closed,Medium,Branch,2026-02-18,2026-03-05,2026-03-28,False,False,False,False,True,True,False,False,False,False,True,True,True,False
CB0002119,TXN00005222,False,USR53942,MER6399,2026-01-21 09:16:49,2026-01-29 00:00:00,,7.613321759259259,,False,1345.55,False,Account Takeover / Unauthorized,Account Takeover,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Rejected,Low,IVR,2026-01-21,2026-01-29,,False,False,False,False,True,False,False,False,False,False,True,True,True,False
CB0001850,TXN00000410,False,USR29306,MER9778,2026-01-23 00:00:00,2026-01-29 00:00:00,2026-02-02 05:21:02,6.0,4.222939814814815,False,388.0,False,Other/Unclassified,UNAUTHORISED,User claims account was compromised before transaction.,In Progress,Medium,App,2026-01-23,2026-01-29,2026-02-02,False,False,False,False,False,False,False,False,False,True,True,True,False,False
CB0001982,TXN00003383,False,USR14096,MER7078,2026-03-01 00:00:00,2026-03-07 00:00:00,2026-03-08 10:23:47,6.0,1.4331828703703704,False,1589.0,False,Account Takeover / Unauthorized,Unauthorized Transaction,Complaint received after multiple failed attempts.,Resolved,Low,App,2026-03-01,2026-03-07,2026-03-08,False,False,False,False,False,False,False,False,True,True,True,False,False,False
CB0002563,TXN00004512,False,USR79645,MER1381,2026-02-11 00:00:00,2026-02-13 00:00:00,2026-02-25 14:14:00,2.0,12.593055555555557,False,1358.0,False,Duplicate Debit,double debit,Merchant service was not delivered after payment.,Open,Low,Email,2026-02-11,2026-02-13,2026-02-25,False,False,False,False,False,True,False,False,False,False,True,True,True,False
CB0000899,TXN00019564,False,USR29187,MER8779,2026-03-19 00:00:00,2026-03-20 00:00:00,2026-04-04 08:18:37,1.0,15.346261574074074,False,17075.88,False,Duplicate Debit,charged twice,user reports money deducted but merchant denies receiving payment.,In Progress,Low,Email,2026-03-19,2026-03-20,2026-04-04,False,False,False,False,False,True,False,False,True,True,True,False,False,False
CB0001570,TXN00015345,False,USR50434,MER4720,2026-03-14 05:36:46,2026-03-21 13:36:00,,7.332800925925926,,False,891.13,False,Account Takeover / Unauthorized,not done by me,Payment made to unknown merchant as per customer statement.,Resolved,Low,Branch,2026-03-14,2026-03-21,,False,False,False,False,True,False,False,False,True,True,True,False,False,False
CB0002467,TXN00018324,False,USR12011,MER6969,2026-03-09 02:28:51,2026-03-11 00:00:00,,1.8966319444444444,,False,1624.65,False,Amount Mismatch,amount mismatch,Customer says amount was debited twice.,In Progress,Low,Call Center,2026-03-09,2026-03-11,,False,False,False,False,False,False,False,False,True,False,True,False,True,False
